id,scenario,expected_fraud,predicted_fraud,expected_rule,detected_rules,risk_score,accepted
SYN-0329,valid,false,false,,,0,true
SYN-0330,valid,false,false,,,0,true
SYN-0331,valid,false,false,,,0,true
SYN-0332,valid,false,false,,,0,true
SYN-0333,valid,false,false,,,0,true
SYN-0334,valid,false,false,,,0,true
SYN-0335,valid,false,false,,,0,true
SYN-0336,valid,false,false,,,0,true
SYN-0337,valid,false,false,,,0,true
SYN-0338,valid,false,false,,,0,true
SYN-0339,valid,false,false,,,0,true
SYN-0340,valid,false,false,,,0,true
SYN-0341,valid,false,false,,,0,true
SYN-0342,valid,false,false,,,0,true
SYN-0343,valid,false,false,,,0,true
SYN-0344,valid,false,false,,,0,true
SYN-0345,valid,false,false,,,0,true
SYN-0346,valid,false,false,,,0,true
SYN-0347,valid,false,false,,,0,true
SYN-0348,valid,false,false,,,0,true
SYN-0349,valid,false,false,,,0,true
SYN-0350,valid,false,false,,,0,true
SYN-0351,valid,false,false,,,0,true
SYN-0352,valid,false,false,,,0,true
SYN-0353,valid,false,false,,,0,true
SYN-0354,valid,false,false,,,0,true
SYN-0355,valid,false,false,,,0,true
SYN-0356,valid,false,false,,,0,true
SYN-0357,valid,false,false,,,0,true
SYN-0358,valid,false,false,,,0,true
SYN-0359,valid,false,false,,,0,true
SYN-0360,valid,false,false,,,0,true
SYN-0361,valid,false,false,,,0,true
SYN-0362,valid,false,false,,,0,true
SYN-0363,valid,false,false,,,0,true
SYN-0364,valid,false,false,,,0,true
SYN-0365,valid,false,false,,,0,true
SYN-0366,valid,false,false,,,0,true
SYN-0367,valid,false,false,,,0,true
SYN-0368,valid,false,false,,,0,true
SYN-0369,valid,false,false,,,0,true
SYN-0370,valid,false,false,,,0,true
SYN-0371,valid,false,false,,,0,true
SYN-0372,valid,false,false,,,0,true
SYN-0373,valid,false,false,,,0,true
SYN-0374,valid,false,false,,,0,true
SYN-0375,valid,false,false,,,0,true
SYN-0376,valid,false,false,,,0,true
SYN-0377,valid,false,false,,,0,true
SYN-0378,valid,false,false,,,0,true
SYN-0379,valid,false,false,,,0,true
SYN-0380,valid,false,false,,,0,true
SYN-0381,valid,false,false,,,0,true
SYN-0382,valid,false,false,,,0,true
SYN-0383,valid,false,false,,,0,true
SYN-0384,valid,false,false,,,0,true
SYN-0385,valid,false,false,,,0,true
SYN-0386,valid,false,false,,,0,true
SYN-0387,valid,false,false,,,0,true
SYN-0388,valid,false,false,,,0,true
SYN-0389,valid,false,false,,,0,true
SYN-0390,valid,false,false,,,0,true
SYN-0391,valid,false,false,,,0,true
SYN-0392,valid,false,false,,,0,true
SYN-0393,valid,false,false,,,0,true
SYN-0394,valid,false,false,,,0,true
SYN-0395,valid,false,false,,,0,true
SYN-0396,valid,false,false,,,0,true
SYN-0397,valid,false,false,,,0,true
SYN-0398,valid,false,false,,,0,true
SYN-0399,valid,false,false,,,0,true
SYN-0400,valid,false,false,,,0,true
SYN-0401,valid,false,false,,,0,true
SYN-0402,valid,false,false,,,0,true
SYN-0403,valid,false,false,,,0,true
SYN-0404,valid,false,false,,,0,true
SYN-0405,valid,false,false,,,0,true
SYN-0406,valid,false,false,,,0,true
SYN-0407,valid,false,false,,,0,true
SYN-0408,valid,false,false,,,0,true
SYN-0409,valid,false,false,,,0,true
SYN-0410,valid,false,false,,,0,true
SYN-0411,valid,false,false,,,0,true
SYN-0412,valid,false,false,,,0,true
SYN-0413,valid,false,false,,,0,true
SYN-0414,valid,false,false,,,0,true
SYN-0415,valid,false,false,,,0,true
SYN-0416,valid,false,false,,,0,true
SYN-0417,valid,false,false,,,0,true
SYN-0418,valid,false,false,,,0,true
SYN-0419,valid,false,false,,,0,true
SYN-0420,valid,false,false,,,0,true
SYN-0421,valid,false,false,,,0,true
SYN-0422,valid,false,false,,,0,true
SYN-0423,valid,false,false,,,0,true
SYN-0424,valid,false,false,,,0,true
SYN-0425,valid,false,false,,,0,true
SYN-0426,valid,false,false,,,0,true
SYN-0427,valid,false,false,,,0,true
SYN-0428,valid,false,false,,,0,true
SYN-0429,valid,false,false,,,0,true
SYN-0430,valid,false,false,,,0,true
SYN-0431,valid,false,false,,,0,true
SYN-0432,valid,false,false,,,0,true
SYN-0433,valid,false,false,,,0,true
SYN-0434,valid,false,false,,,0,true
SYN-0435,valid,false,false,,,0,true
SYN-0436,valid,false,false,,,0,true
SYN-0437,valid,false,false,,,0,true
SYN-0438,valid,false,false,,,0,true
SYN-0439,valid,false,false,,,0,true
SYN-0440,valid,false,false,,,0,true
SYN-0441,valid,false,false,,,0,true
SYN-0442,valid,false,false,,,0,true
SYN-0443,valid,false,false,,,0,true
SYN-0444,valid,false,false,,,0,true
SYN-0445,valid,false,false,,,0,true
SYN-0446,valid,false,false,,,0,true
SYN-0447,valid,false,false,,,0,true
SYN-0448,valid,false,false,,,0,true
SYN-0449,valid,false,false,,,0,true
SYN-0450,valid,false,false,,,0,true
SYN-0451,valid,false,false,,,0,true
SYN-0452,valid,false,false,,,0,true
SYN-0453,valid,false,false,,,0,true
SYN-0454,valid,false,false,,,0,true
SYN-0455,valid,false,false,,,0,true
SYN-0456,valid,false,false,,,0,true
SYN-0457,valid,false,false,,,0,true
SYN-0458,valid,false,false,,,0,true
SYN-0459,valid,false,false,,,0,true
SYN-0460,valid,false,false,,,0,true
SYN-0461,valid,false,false,,,0,true
SYN-0462,valid,false,false,,,0,true
SYN-0463,valid,false,false,,,0,true
SYN-0464,valid,false,false,,,0,true
SYN-0465,valid,false,false,,,0,true
SYN-0466,valid,false,false,,,0,true
SYN-0467,valid,false,false,,,0,true
SYN-0468,valid,false,false,,,0,true
SYN-0469,valid,false,false,,,0,true
SYN-0470,valid,false,false,,,0,true
SYN-0471,valid,false,false,,,0,true
SYN-0472,valid,false,false,,,0,true
SYN-0473,valid,false,false,,,0,true
SYN-0474,valid,false,false,,,0,true
SYN-0475,valid,false,false,,,0,true
SYN-0476,valid,false,false,,,0,true
SYN-0477,valid,false,false,,,0,true
SYN-0478,valid,false,false,,,0,true
SYN-0479,valid,false,false,,,0,true
SYN-0480,valid,false,false,,,0,true
SYN-0481,valid,false,false,,,0,true
SYN-0482,valid,false,false,,,0,true
SYN-0483,valid,false,false,,,0,true
SYN-0484,valid,false,false,,,0,true
SYN-0485,valid,false,false,,,0,true
SYN-0486,valid,false,false,,,0,true
SYN-0487,valid,false,false,,,0,true
SYN-0488,valid,false,false,,,0,true
SYN-0489,valid,false,false,,,0,true
SYN-0490,valid,false,false,,,0,true
SYN-0491,valid,false,false,,,0,true
SYN-0492,valid,false,false,,,0,true
SYN-0493,valid,false,false,,,0,true
SYN-0494,valid,false,false,,,0,true
SYN-0495,valid,false,false,,,0,true
SYN-0496,valid,false,false,,,0,true
SYN-0497,valid,false,false,,,0,true
SYN-0498,valid,false,false,,,0,true
SYN-0499,valid,false,false,,,0,true
SYN-0500,valid,false,false,,,0,true
SYN-0501,valid,false,false,,,0,true
SYN-0502,valid,false,false,,,0,true
SYN-0503,valid,false,false,,,0,true
SYN-0504,valid,false,false,,,0,true
SYN-0505,valid,false,false,,,0,true
SYN-0506,valid,false,false,,,0,true
SYN-0507,valid,false,false,,,0,true
SYN-0508,valid,false,false,,,0,true
SYN-0509,valid,false,false,,,0,true
SYN-0510,valid,false,false,,,0,true
SYN-0511,valid,false,false,,,0,true
SYN-0512,valid,false,false,,,0,true
SYN-0513,valid,false,false,,,0,true
SYN-0514,valid,false,false,,,0,true
SYN-0515,valid,false,false,,,0,true
SYN-0516,valid,false,false,,,0,true
SYN-0517,valid,false,false,,,0,true
SYN-0518,valid,false,false,,,0,true
SYN-0519,valid,false,false,,,0,true
SYN-0520,valid,false,false,,,0,true
SYN-0521,valid,false,false,,,0,true
SYN-0522,valid,false,false,,,0,true
SYN-0523,valid,false,false,,,0,true
SYN-0524,valid,false,false,,,0,true
SYN-0525,valid,false,false,,,0,true
SYN-0526,valid,false,false,,,0,true
SYN-0527,valid,false,false,,,0,true
SYN-0528,valid,false,false,,,0,true
SYN-0529,valid,false,false,,,0,true
SYN-0530,valid,false,false,,,0,true
SYN-0531,valid,false,false,,,0,true
SYN-0532,valid,false,false,,,0,true
SYN-0533,valid,false,false,,,0,true
SYN-0534,valid,false,false,,,0,true
SYN-0535,valid,false,false,,,0,true
SYN-0536,valid,false,false,,,0,true
SYN-0537,valid,false,false,,,0,true
SYN-0538,valid,false,false,,,0,true
SYN-0539,valid,false,false,,,0,true
SYN-0540,valid,false,false,,,0,true
SYN-0541,valid,false,false,,,0,true
SYN-0542,valid,false,false,,,0,true
SYN-0543,valid,false,false,,,0,true
SYN-0544,valid,false,false,,,0,true
SYN-0545,valid,false,false,,,0,true
SYN-0546,valid,false,false,,,0,true
SYN-0547,valid,false,false,,,0,true
SYN-0548,valid,false,false,,,0,true
SYN-0549,valid,false,false,,,0,true
SYN-0550,valid,false,false,,,0,true
SYN-0551,valid,false,false,,,0,true
SYN-0552,valid,false,false,,,0,true
SYN-0553,valid,false,false,,,0,true
SYN-0554,valid,false,false,,,0,true
SYN-0555,valid,false,false,,,0,true
SYN-0556,valid,false,false,,,0,true
SYN-0557,valid,false,false,,,0,true
SYN-0558,valid,false,false,,,0,true
SYN-0559,valid,false,false,,,0,true
SYN-0560,valid,false,false,,,0,true
SYN-0561,valid,false,false,,,0,true
SYN-0562,valid,false,false,,,0,true
SYN-0563,valid,false,false,,,0,true
SYN-0564,valid,false,false,,,0,true
SYN-0565,valid,false,false,,,0,true
SYN-0566,valid,false,false,,,0,true
SYN-0567,valid,false,false,,,0,true
SYN-0568,valid,false,false,,,0,true
SYN-0569,valid,false,false,,,0,true
SYN-0570,valid,false,false,,,0,true
SYN-0571,valid,false,false,,,0,true
SYN-0572,valid,false,false,,,0,true
SYN-0573,valid,false,false,,,0,true
SYN-0574,valid,false,false,,,0,true
SYN-0575,valid,false,false,,,0,true
SYN-0576,valid,false,false,,,0,true
SYN-0577,valid,false,false,,,0,true
SYN-0578,valid,false,false,,,0,true
SYN-0579,valid,false,false,,,0,true
SYN-0580,valid,false,false,,,0,true
SYN-0581,valid,false,false,,,0,true
SYN-0582,valid,false,false,,,0,true
SYN-0583,valid,false,false,,,0,true
SYN-0584,valid,false,false,,,0,true
SYN-0585,valid,false,false,,,0,true
SYN-0586,valid,false,false,,,0,true
SYN-0587,valid,false,false,,,0,true
SYN-0588,valid,false,false,,,0,true
SYN-0589,valid,false,false,,,0,true
SYN-0590,valid,false,false,,,0,true
SYN-0591,valid,false,false,,,0,true
SYN-0592,valid,false,false,,,0,true
SYN-0593,valid,false,false,,,0,true
SYN-0594,valid,false,false,,,0,true
SYN-0595,valid,false,false,,,0,true
SYN-0596,valid,false,false,,,0,true
SYN-0597,valid,false,false,,,0,true
SYN-0598,valid,false,false,,,0,true
SYN-0599,valid,false,false,,,0,true
SYN-0600,valid,false,false,,,0,true
SYN-0601,valid,false,false,,,0,true
SYN-0602,valid,false,false,,,0,true
SYN-0603,valid,false,false,,,0,true
SYN-0604,valid,false,false,,,0,true
SYN-0605,valid,false,false,,,0,true
SYN-0606,valid,false,false,,,0,true
SYN-0607,valid,false,false,,,0,true
SYN-0608,valid,false,false,,,0,true
SYN-0609,valid,false,false,,,0,true
SYN-0610,valid,false,false,,,0,true
SYN-0611,valid,false,false,,,0,true
SYN-0612,valid,false,false,,,0,true
SYN-0613,valid,false,false,,,0,true
SYN-0614,valid,false,false,,,0,true
SYN-0615,valid,false,false,,,0,true
SYN-0616,valid,false,false,,,0,true
SYN-0617,valid,false,false,,,0,true
SYN-0618,valid,false,false,,,0,true
SYN-0619,valid,false,false,,,0,true
SYN-0620,valid,false,false,,,0,true
SYN-0621,valid,false,false,,,0,true
SYN-0622,valid,false,false,,,0,true
SYN-0623,valid,false,false,,,0,true
SYN-0624,valid,false,false,,,0,true
SYN-0625,valid,false,false,,,0,true
SYN-0626,valid,false,false,,,0,true
SYN-0627,valid,false,false,,,0,true
SYN-0628,valid,false,false,,,0,true
SYN-0629,valid,false,false,,,0,true
SYN-0630,valid,false,false,,,0,true
SYN-0631,valid,false,false,,,0,true
SYN-0632,valid,false,false,,,0,true
SYN-0633,valid,false,false,,,0,true
SYN-0634,valid,false,false,,,0,true
SYN-0635,valid,false,false,,,0,true
SYN-0636,valid,false,false,,,0,true
SYN-0637,valid,false,false,,,0,true
SYN-0638,valid,false,false,,,0,true
SYN-0639,valid,false,false,,,0,true
SYN-0640,valid,false,false,,,0,true
SYN-0641,valid,false,false,,,0,true
SYN-0642,valid,false,false,,,0,true
SYN-0643,valid,false,false,,,0,true
SYN-0644,valid,false,false,,,0,true
SYN-0645,valid,false,false,,,0,true
SYN-0646,valid,false,false,,,0,true
SYN-0647,valid,false,false,,,0,true
SYN-0648,valid,false,false,,,0,true
SYN-0649,valid,false,false,,,0,true
SYN-0650,valid,false,false,,,0,true
SYN-0651,valid,false,false,,,0,true
SYN-0652,valid,false,false,,,0,true
SYN-0653,valid,false,false,,,0,true
SYN-0654,valid,false,false,,,0,true
SYN-0655,valid,false,false,,,0,true
SYN-0656,valid,false,false,,,0,true
SYN-0657,valid,false,false,,,0,true
SYN-0658,valid,false,false,,,0,true
SYN-0659,valid,false,false,,,0,true
SYN-0660,valid,false,false,,,0,true
SYN-0661,valid,false,false,,,0,true
SYN-0662,valid,false,false,,,0,true
SYN-0663,valid,false,false,,,0,true
SYN-0664,valid,false,false,,,0,true
SYN-0665,valid,false,false,,,0,true
SYN-0666,valid,false,false,,,0,true
SYN-0667,valid,false,false,,,0,true
SYN-0668,valid,false,false,,,0,true
SYN-0669,valid,false,false,,,0,true
SYN-0670,valid,false,false,,,0,true
SYN-0671,valid,false,false,,,0,true
SYN-0672,valid,false,false,,,0,true
SYN-0673,valid,false,false,,,0,true
SYN-0674,valid,false,false,,,0,true
SYN-0675,valid,false,false,,,0,true
SYN-0676,valid,false,false,,,0,true
SYN-0677,valid,false,false,,,0,true
SYN-0678,valid,false,false,,,0,true
SYN-0679,valid,false,false,,,0,true
SYN-0680,valid,false,false,,,0,true
SYN-0681,valid,false,false,,,0,true
SYN-0682,valid,false,false,,,0,true
SYN-0683,valid,false,false,,,0,true
SYN-0684,valid,false,false,,,0,true
SYN-0685,valid,false,false,,,0,true
SYN-0686,valid,false,false,,,0,true
SYN-0687,valid,false,false,,,0,true
SYN-0688,valid,false,false,,,0,true
SYN-0689,valid,false,false,,,0,true
SYN-0690,valid,false,false,,,0,true
SYN-0691,valid,false,false,,,0,true
SYN-0692,valid,false,false,,,0,true
SYN-0693,valid,false,false,,,0,true
SYN-0694,valid,false,false,,,0,true
SYN-0695,valid,false,false,,,0,true
